,ndc9,filename,is_ref,is_front,ndc,splshape,splshape_text,splimprint,splcolor_text,rxstring,filepath
186,680120104,68012-0104-30_PART_1_OF_1_CHAL10_SB_EE1DF76F.jpg,TRUE,FALSE,68012010430,C48336,CAPSULE,40,BLUE;WHITE,omeprazole 40 MG / sodium bicarbonate 1100 MG Oral Capsule [Zegerid Reformulated Aug 2006],/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/680120104/68012-0104-30_PART_1_OF_1_CHAL10_SB_EE1DF76F.jpg
187,680120104,68012-0104-30_PART_1_OF_1_CHAL10_SF_EE1DF76F.jpg,TRUE,TRUE,68012010430,C48336,CAPSULE,40,BLUE;WHITE,omeprazole 40 MG / sodium bicarbonate 1100 MG Oral Capsule [Zegerid Reformulated Aug 2006],/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/680120104/68012-0104-30_PART_1_OF_1_CHAL10_SF_EE1DF76F.jpg
188,935507,00093-5507-56_PART_1_OF_1_CHAL10_SF_0C270618.jpg,TRUE,TRUE,93550756,C48336,CAPSULE,TEVA;5507,RED,fluoxetine 50 MG / olanzapine 12 MG Oral Capsule,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000935507/00093-5507-56_PART_1_OF_1_CHAL10_SF_0C270618.jpg
189,935507,00093-5507-56_PART_1_OF_1_CHAL10_SB_0C270618.jpg,TRUE,FALSE,93550756,C48336,CAPSULE,TEVA;5507,RED,fluoxetine 50 MG / olanzapine 12 MG Oral Capsule,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000935507/00093-5507-56_PART_1_OF_1_CHAL10_SB_0C270618.jpg
190,934234,00093-4234-01_PART_1_OF_1_CHAL10_SB_292D1488.jpg,TRUE,FALSE,93423401,C48348,ROUND,2;Z;4234,ORANGE,bumetanide 2 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000934234/00093-4234-01_PART_1_OF_1_CHAL10_SB_292D1488.jpg
191,934234,00093-4234-01_PART_1_OF_1_CHAL10_SF_292D1488.jpg,TRUE,TRUE,93423401,C48348,ROUND,2;Z;4234,ORANGE,bumetanide 2 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000934234/00093-4234-01_PART_1_OF_1_CHAL10_SF_292D1488.jpg
192,937254,00093-7254-01_PART_1_OF_1_CHAL10_SB_632F3199.jpg,TRUE,FALSE,93725401,C48348,ROUND,9;3;72;54,PINK,glimepiride 1 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000937254/00093-7254-01_PART_1_OF_1_CHAL10_SB_632F3199.jpg
193,937254,00093-7254-01_PART_1_OF_1_CHAL10_SF_632F3199.jpg,TRUE,TRUE,93725401,C48348,ROUND,9;3;72;54,PINK,glimepiride 1 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000937254/00093-7254-01_PART_1_OF_1_CHAL10_SF_632F3199.jpg
194,534890400,53489-0400-01_PART_1_OF_1_CHAL10_SF_C01C6053.jpg,TRUE,TRUE,53489040001,C48348,ROUND,MP;83,BROWN,nystatin 500000 UNT Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/534890400/53489-0400-01_PART_1_OF_1_CHAL10_SF_C01C6053.jpg
195,534890400,53489-0400-01_PART_1_OF_1_CHAL10_SB_C01C6053.jpg,TRUE,FALSE,53489040001,C48348,ROUND,MP;83,BROWN,nystatin 500000 UNT Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/534890400/53489-0400-01_PART_1_OF_1_CHAL10_SB_C01C6053.jpg
196,937181,00093-7181-01_PART_1_OF_1_CHAL10_SB_2D2B96CC.jpg,TRUE,FALSE,93718101,C48345,OVAL,93;7181,WHITE,Ofloxacin 300 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000937181/00093-7181-01_PART_1_OF_1_CHAL10_SB_2D2B96CC.jpg
197,937181,00093-7181-01_PART_1_OF_1_CHAL10_SF_2D2B96CC.jpg,TRUE,TRUE,93718101,C48345,OVAL,93;7181,WHITE,Ofloxacin 300 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000937181/00093-7181-01_PART_1_OF_1_CHAL10_SF_2D2B96CC.jpg
198,597625021,59762-5021-01_PART_1_OF_1_CHAL10_SB_19230CB8.jpg,TRUE,FALSE,59762502101,C48348,ROUND,G;020;20,BROWN,quinapril 20 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/597625021/59762-5021-01_PART_1_OF_1_CHAL10_SB_19230CB8.jpg
199,597625021,59762-5021-01_PART_1_OF_1_CHAL10_SF_19230CB8.jpg,TRUE,TRUE,59762502101,C48348,ROUND,G;020;20,BROWN,quinapril 20 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/597625021/59762-5021-01_PART_1_OF_1_CHAL10_SF_19230CB8.jpg
200,4563210,00456-3210-60_PART_1_OF_1_CHAL10_SF_B21FD94E.jpg,TRUE,TRUE,456321060,C48345,OVAL,10;FL,GRAY,memantine hydrochloride 10 MG Oral Tablet [Namenda],/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/004563210/00456-3210-60_PART_1_OF_1_CHAL10_SF_B21FD94E.jpg
201,4563210,00456-3210-60_PART_1_OF_1_CHAL10_SB_B21FD94E.jpg,TRUE,FALSE,456321060,C48345,OVAL,10;FL,GRAY,memantine hydrochloride 10 MG Oral Tablet [Namenda],/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/004563210/00456-3210-60_PART_1_OF_1_CHAL10_SB_B21FD94E.jpg
202,937336,00093-7336-06_PART_1_OF_1_CHAL10_SF_FA26FD17.jpg,TRUE,TRUE,93733606,C48336,CAPSULE,TEVA;7336,WHITE,topiramate 25 MG Oral Capsule,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000937336/00093-7336-06_PART_1_OF_1_CHAL10_SF_FA26FD17.jpg
203,937336,00093-7336-06_PART_1_OF_1_CHAL10_SB_FA26FD17.jpg,TRUE,FALSE,93733606,C48336,CAPSULE,TEVA;7336,WHITE,topiramate 25 MG Oral Capsule,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000937336/00093-7336-06_PART_1_OF_1_CHAL10_SB_FA26FD17.jpg
204,633040693,63304-0693-01_PART_1_OF_1_CHAL10_SF_F7267BB3.jpg,TRUE,TRUE,63304069301,C48336,CAPSULE,RX693,BLUE;BLUE,clindamycin 300 MG Oral Capsule,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/633040693/63304-0693-01_PART_1_OF_1_CHAL10_SF_F7267BB3.jpg
205,633040693,63304-0693-01_PART_1_OF_1_CHAL10_SB_F7267BB3.jpg,TRUE,FALSE,63304069301,C48336,CAPSULE,RX693,BLUE;BLUE,clindamycin 300 MG Oral Capsule,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/633040693/63304-0693-01_PART_1_OF_1_CHAL10_SB_F7267BB3.jpg
206,3786231,00378-6231-01_PART_1_OF_1_CHAL10_SF_6B2135D9.jpg,TRUE,TRUE,378623101,C48348,ROUND,MX31,ORANGE,citalopram 10 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/003786231/00378-6231-01_PART_1_OF_1_CHAL10_SF_6B2135D9.jpg
207,3786231,00378-6231-01_PART_1_OF_1_CHAL10_SB_6B2135D9.jpg,TRUE,FALSE,378623101,C48348,ROUND,MX31,ORANGE,citalopram 10 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/003786231/00378-6231-01_PART_1_OF_1_CHAL10_SB_6B2135D9.jpg
208,935501,00093-5501-01_PART_1_OF_1_CHAL10_SF_CF2D679B.jpg,TRUE,TRUE,93550101,C48348,ROUND,G;2442,YELLOW,12 HR Bupropion Hydrochloride 100 MG Extended Release Oral Tablet [Budeprion],/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000935501/00093-5501-01_PART_1_OF_1_CHAL10_SF_CF2D679B.jpg
209,935501,00093-5501-01_PART_1_OF_1_CHAL10_SB_CF2D679B.jpg,TRUE,FALSE,93550101,C48348,ROUND,G;2442,YELLOW,12 HR Bupropion Hydrochloride 100 MG Extended Release Oral Tablet [Budeprion],/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000935501/00093-5501-01_PART_1_OF_1_CHAL10_SB_CF2D679B.jpg
210,658620064,65862-0064-01_PART_1_OF_1_CHAL10_SB_252392CC.jpg,TRUE,FALSE,65862006401,C48348,ROUND,C;75,BLUE,metoprolol tartrate 100 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/658620064/65862-0064-01_PART_1_OF_1_CHAL10_SB_252392CC.jpg
211,658620064,65862-0064-01_PART_1_OF_1_CHAL10_SF_252392CC.jpg,TRUE,TRUE,65862006401,C48348,ROUND,C;75,BLUE,metoprolol tartrate 100 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/658620064/65862-0064-01_PART_1_OF_1_CHAL10_SF_252392CC.jpg
212,591480006,59148-0006-13_PART_1_OF_1_CHAL10_SF_97154BCA.jpg,TRUE,TRUE,59148000613,C48347,RECTANGLE,A;006;2,GREEN,aripiprazole 2 MG Oral Tablet [Abilify],/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/591480006/59148-0006-13_PART_1_OF_1_CHAL10_SF_97154BCA.jpg
213,591480006,59148-0006-13_PART_1_OF_1_CHAL10_SB_97154BCA.jpg,TRUE,FALSE,59148000613,C48347,RECTANGLE,A;006;2,GREEN,aripiprazole 2 MG Oral Tablet [Abilify],/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/591480006/59148-0006-13_PART_1_OF_1_CHAL10_SB_97154BCA.jpg
214,560188,00056-0188-70_PART_1_OF_1_CHAL10_SB_9B134DFA.jpg,TRUE,FALSE,56018870,C48348,ROUND,3;COUMADIN,BROWN,warfarin sodium 3 MG Oral Tablet [Coumadin],/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000560188/00056-0188-70_PART_1_OF_1_CHAL10_SB_9B134DFA.jpg
215,560188,00056-0188-70_PART_1_OF_1_CHAL10_SF_9B134DFA.jpg,TRUE,TRUE,56018870,C48348,ROUND,3;COUMADIN,BROWN,warfarin sodium 3 MG Oral Tablet [Coumadin],/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000560188/00056-0188-70_PART_1_OF_1_CHAL10_SF_9B134DFA.jpg
216,5551056,00555-1056-86_PART_1_OF_1_CHAL10_SF_DA306D53.jpg,TRUE,TRUE,555105686,C48336,CAPSULE,barr;454,ORANGE,isotretinoin 30 MG Oral Capsule [Claravis],/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/005551056/00555-1056-86_PART_1_OF_1_CHAL10_SF_DA306D53.jpg
217,5551056,00555-1056-86_PART_1_OF_1_CHAL10_SB_DA306D53.jpg,TRUE,FALSE,555105686,C48336,CAPSULE,barr;454,ORANGE,isotretinoin 30 MG Oral Capsule [Claravis],/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/005551056/00555-1056-86_PART_1_OF_1_CHAL10_SB_DA306D53.jpg
218,930926,00093-0926-06_PART_1_OF_1_CHAL10_SF_9826CC56.jpg,TRUE,TRUE,93092606,C48348,ROUND,926;TEVA,ORANGE,lovastatin 10 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000930926/00093-0926-06_PART_1_OF_1_CHAL10_SF_9826CC56.jpg
219,930926,00093-0926-06_PART_1_OF_1_CHAL10_SB_9826CC56.jpg,TRUE,FALSE,93092606,C48348,ROUND,926;TEVA,ORANGE,lovastatin 10 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000930926/00093-0926-06_PART_1_OF_1_CHAL10_SB_9826CC56.jpg
220,930924,00093-0924-01_PART_1_OF_1_CHAL10_SB_B729DBEE.jpg,TRUE,FALSE,93092401,C48345,OVAL,9;3;0924,WHITE,oxaprozin 600 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000930924/00093-0924-01_PART_1_OF_1_CHAL10_SB_B729DBEE.jpg
221,930924,00093-0924-01_PART_1_OF_1_CHAL10_SF_B729DBEE.jpg,TRUE,TRUE,93092401,C48345,OVAL,9;3;0924,WHITE,oxaprozin 600 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000930924/00093-0924-01_PART_1_OF_1_CHAL10_SF_B729DBEE.jpg
222,662130421,66213-0421-10_PART_1_OF_1_CHAL10_SB_0815840C.jpg,TRUE,FALSE,66213042110,C48348,ROUND,421,GREEN,atropine sulfate 0.0582 MG / hyoscyamine sulfate 0.311 MG / phenobarbital 48.6 MG / scopolamine hydrobromide 0.0195 MG Extended Release Oral Tablet [Donnatal],/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/662130421/66213-0421-10_PART_1_OF_1_CHAL10_SB_0815840C.jpg
223,662130421,66213-0421-10_PART_1_OF_1_CHAL10_SF_0815840C.jpg,TRUE,TRUE,66213042110,C48348,ROUND,421,GREEN,atropine sulfate 0.0582 MG / hyoscyamine sulfate 0.311 MG / phenobarbital 48.6 MG / scopolamine hydrobromide 0.0195 MG Extended Release Oral Tablet [Donnatal],/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/662130421/66213-0421-10_PART_1_OF_1_CHAL10_SF_0815840C.jpg
224,935062,00093-5062-05_PART_1_OF_1_CHAL10_SF_942D4A5A.jpg,TRUE,TRUE,93506205,C48348,ROUND,TV;309,WHITE,hydroxyzine hydrochloride 50 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000935062/00093-5062-05_PART_1_OF_1_CHAL10_SF_942D4A5A.jpg
225,935062,00093-5062-05_PART_1_OF_1_CHAL10_SB_942D4A5A.jpg,TRUE,FALSE,93506205,C48348,ROUND,TV;309,WHITE,hydroxyzine hydrochloride 50 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000935062/00093-5062-05_PART_1_OF_1_CHAL10_SB_942D4A5A.jpg
226,935208,00093-5208-01_PART_1_OF_1_CHAL10_SB_7C2BBE2D.jpg,TRUE,FALSE,93520801,C48348,ROUND,G343,WHITE,24 HR oxybutynin chloride 15 MG Extended Release Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000935208/00093-5208-01_PART_1_OF_1_CHAL10_SB_7C2BBE2D.jpg
227,935208,00093-5208-01_PART_1_OF_1_CHAL10_SF_7C2BBE2D.jpg,TRUE,TRUE,93520801,C48348,ROUND,G343,WHITE,24 HR oxybutynin chloride 15 MG Extended Release Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000935208/00093-5208-01_PART_1_OF_1_CHAL10_SF_7C2BBE2D.jpg
228,498840922,49884-0922-02_PART_1_OF_1_CHAL10_SB_5E08AF65.jpg,TRUE,FALSE,49884092202,C48338,DIAMOND,P02,YELLOW,,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/498840922/49884-0922-02_PART_1_OF_1_CHAL10_SB_5E08AF65.jpg
229,498840922,49884-0922-02_PART_1_OF_1_CHAL10_SF_5E08AF65.jpg,TRUE,TRUE,49884092202,C48338,DIAMOND,P02,YELLOW,,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/498840922/49884-0922-02_PART_1_OF_1_CHAL10_SF_5E08AF65.jpg
230,931177,00093-1177-01_PART_1_OF_1_CHAL10_SF_4F2B27C9.jpg,TRUE,TRUE,93117701,C48348,ROUND,93;1177,WHITE,neomycin sulfate 500 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000931177/00093-1177-01_PART_1_OF_1_CHAL10_SF_4F2B27C9.jpg
231,931177,00093-1177-01_PART_1_OF_1_CHAL10_SB_4F2B27C9.jpg,TRUE,FALSE,93117701,C48348,ROUND,93;1177,WHITE,neomycin sulfate 500 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000931177/00093-1177-01_PART_1_OF_1_CHAL10_SB_4F2B27C9.jpg
232,1724960,00172-4960-58_PART_1_OF_1_CHAL10_SB_AF2DD78E.jpg,TRUE,FALSE,172496058,C48336,CAPSULE,4960,BROWN,,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/001724960/00172-4960-58_PART_1_OF_1_CHAL10_SB_AF2DD78E.jpg
233,1724960,00172-4960-58_PART_1_OF_1_CHAL10_SF_AF2DD78E.jpg,TRUE,TRUE,172496058,C48336,CAPSULE,4960,BROWN,,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/001724960/00172-4960-58_PART_1_OF_1_CHAL10_SF_AF2DD78E.jpg
234,5915442,00591-5442-01_PART_1_OF_1_CHAL10_SF_BA205D42.jpg,TRUE,TRUE,591544201,C48348,ROUND,DAN;DAN;5442,WHITE,{21 (prednisone 10 MG Oral Tablet) } Pack,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/005915442/00591-5442-01_PART_1_OF_1_CHAL10_SF_BA205D42.jpg
235,5915442,00591-5442-01_PART_1_OF_1_CHAL10_SB_BA205D42.jpg,TRUE,FALSE,591544201,C48348,ROUND,DAN;DAN;5442,WHITE,{21 (prednisone 10 MG Oral Tablet) } Pack,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/005915442/00591-5442-01_PART_1_OF_1_CHAL10_SB_BA205D42.jpg
236,747068,00074-7068-19_PART_1_OF_1_CHAL10_SB_A31D51AA.jpg,TRUE,FALSE,74706819,C48348,ROUND,SYNTHROID;125,BROWN,,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000747068/00074-7068-19_PART_1_OF_1_CHAL10_SB_A31D51AA.jpg
237,747068,00074-7068-19_PART_1_OF_1_CHAL10_SF_A31D51AA.jpg,TRUE,TRUE,74706819,C48348,ROUND,SYNTHROID;125,BROWN,,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000747068/00074-7068-19_PART_1_OF_1_CHAL10_SF_A31D51AA.jpg
238,992070461,99207-0461-30_PART_1_OF_1_CHAL10_SF_EF1C7793.jpg,TRUE,TRUE,99207046130,C48345,OVAL,DYN;090,YELLOW,,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/992070461/99207-0461-30_PART_1_OF_1_CHAL10_SF_EF1C7793.jpg
239,992070461,99207-0461-30_PART_1_OF_1_CHAL10_SB_EF1C7793.jpg,TRUE,FALSE,99207046130,C48345,OVAL,DYN;090,YELLOW,,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/992070461/99207-0461-30_PART_1_OF_1_CHAL10_SB_EF1C7793.jpg
240,931893,00093-1893-01_PART_1_OF_1_CHAL10_SB_9C2B4E3A.jpg,TRUE,FALSE,93189301,C48345,OVAL,93;1893,BLUE,etodolac 500 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000931893/00093-1893-01_PART_1_OF_1_CHAL10_SB_9C2B4E3A.jpg
241,931893,00093-1893-01_PART_1_OF_1_CHAL10_SF_9C2B4E3A.jpg,TRUE,TRUE,93189301,C48345,OVAL,93;1893,BLUE,etodolac 500 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000931893/00093-1893-01_PART_1_OF_1_CHAL10_SF_9C2B4E3A.jpg
242,161100075,16110-0075-01_PART_1_OF_1_CHAL10_SB_D21FE93F.jpg,TRUE,FALSE,16110007501,C48336,CAPSULE,MONODOX;75;M;075,BROWN;WHITE,doxycycline monohydrate 75 MG Oral Capsule [Monodox],/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/161100075/16110-0075-01_PART_1_OF_1_CHAL10_SB_D21FE93F.jpg
243,161100075,16110-0075-01_PART_1_OF_1_CHAL10_SF_D21FE93F.jpg,TRUE,TRUE,16110007501,C48336,CAPSULE,MONODOX;75;M;075,BROWN;WHITE,doxycycline monohydrate 75 MG Oral Capsule [Monodox],/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/161100075/16110-0075-01_PART_1_OF_1_CHAL10_SF_D21FE93F.jpg
244,4561550,00456-1550-60_PART_1_OF_1_CHAL10_SB_0D1C8694.jpg,TRUE,FALSE,456155060,C48345,OVAL,FL;50,WHITE,milnacipran hydrochloride 50 MG Oral Tablet [Savella],/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/004561550/00456-1550-60_PART_1_OF_1_CHAL10_SB_0D1C8694.jpg
245,4561550,00456-1550-60_PART_1_OF_1_CHAL10_SF_0D1C8694.jpg,TRUE,TRUE,456155060,C48345,OVAL,FL;50,WHITE,milnacipran hydrochloride 50 MG Oral Tablet [Savella],/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/004561550/00456-1550-60_PART_1_OF_1_CHAL10_SF_0D1C8694.jpg
246,934336,00093-4336-01_PART_1_OF_1_CHAL10_SB_CA2DE50F.jpg,TRUE,FALSE,93433601,C48336,CAPSULE,4336;1;mg,WHITE,Terazosin 1 MG Oral Capsule,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000934336/00093-4336-01_PART_1_OF_1_CHAL10_SB_CA2DE50F.jpg
247,934336,00093-4336-01_PART_1_OF_1_CHAL10_SF_CA2DE50F.jpg,TRUE,TRUE,93433601,C48336,CAPSULE,4336;1;mg,WHITE,Terazosin 1 MG Oral Capsule,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000934336/00093-4336-01_PART_1_OF_1_CHAL10_SF_CA2DE50F.jpg
248,525440152,52544-0152-30_PART_1_OF_1_CHAL10_SB_041C8214.jpg,TRUE,FALSE,52544015230,C48336,CAPSULE,WATSON;152;8;mg,WHITE,silodosin 8 MG Oral Capsule [Rapaflo],/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/525440152/52544-0152-30_PART_1_OF_1_CHAL10_SB_041C8214.jpg
249,525440152,52544-0152-30_PART_1_OF_1_CHAL10_SF_041C8214.jpg,TRUE,TRUE,52544015230,C48336,CAPSULE,WATSON;152;8;mg,WHITE,silodosin 8 MG Oral Capsule [Rapaflo],/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/525440152/52544-0152-30_PART_1_OF_1_CHAL10_SF_041C8214.jpg
250,930900,00093-0900-01_PART_1_OF_1_CHAL10_SB_5A292D59.jpg,TRUE,FALSE,93090001,C48348,ROUND,93;900,WHITE,ketoconazole 200 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000930900/00093-0900-01_PART_1_OF_1_CHAL10_SB_5A292D59.jpg
251,930900,00093-0900-01_PART_1_OF_1_CHAL10_SF_5A292D59.jpg,TRUE,TRUE,93090001,C48348,ROUND,93;900,WHITE,ketoconazole 200 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000930900/00093-0900-01_PART_1_OF_1_CHAL10_SF_5A292D59.jpg
252,512480151,51248-0151-03_PART_1_OF_1_CHAL10_SF_5A1DAD5D.jpg,TRUE,TRUE,51248015103,C48348,ROUND,151,PINK,solifenacin succinate 10 MG Oral Tablet [Vesicare],/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/512480151/51248-0151-03_PART_1_OF_1_CHAL10_SF_5A1DAD5D.jpg
253,512480151,51248-0151-03_PART_1_OF_1_CHAL10_SB_5A1DAD5D.jpg,TRUE,FALSE,51248015103,C48348,ROUND,151,PINK,solifenacin succinate 10 MG Oral Tablet [Vesicare],/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/512480151/51248-0151-03_PART_1_OF_1_CHAL10_SB_5A1DAD5D.jpg
254,7815189,00781-5189-01_PART_1_OF_1_CHAL10_SF_7523BAED.jpg,TRUE,TRUE,781518901,C48336,CAPSULE,200;GG;340,PINK,levothyroxine sodium 0.2 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/007815189/00781-5189-01_PART_1_OF_1_CHAL10_SF_7523BAED.jpg
255,7815189,00781-5189-01_PART_1_OF_1_CHAL10_SB_7523BAED.jpg,TRUE,FALSE,781518901,C48336,CAPSULE,200;GG;340,PINK,levothyroxine sodium 0.2 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/007815189/00781-5189-01_PART_1_OF_1_CHAL10_SB_7523BAED.jpg
256,634590404,63459-0404-30_PART_1_OF_1_CHAL10_SB_A72D538A.jpg,TRUE,FALSE,63459040430,C48348,ROUND,C;404,YELLOW,,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/634590404/63459-0404-30_PART_1_OF_1_CHAL10_SB_A72D538A.jpg
257,634590404,63459-0404-30_PART_1_OF_1_CHAL10_SF_A72D538A.jpg,TRUE,TRUE,63459040430,C48348,ROUND,C;404,YELLOW,,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/634590404/63459-0404-30_PART_1_OF_1_CHAL10_SF_A72D538A.jpg
258,933193,00093-3193-01_PART_1_OF_1_CHAL10_SF_AD29569A.jpg,TRUE,TRUE,93319301,C48336,CAPSULE,93;3193;93;3193,BLUE;BLUE,ketoprofen 50 MG Oral Capsule,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000933193/00093-3193-01_PART_1_OF_1_CHAL10_SF_AD29569A.jpg
259,933193,00093-3193-01_PART_1_OF_1_CHAL10_SB_AD29569A.jpg,TRUE,FALSE,93319301,C48336,CAPSULE,93;3193;93;3193,BLUE;BLUE,ketoprofen 50 MG Oral Capsule,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/000933193/00093-3193-01_PART_1_OF_1_CHAL10_SB_AD29569A.jpg
260,3783632,00378-3632-01_PART_1_OF_1_CHAL10_SF_4B242591.jpg,TRUE,TRUE,378363201,C48348,ROUND,M;C32,WHITE,carvedilol 6.25 MG Oral Tablet,/content/drive/MyDrive/uploaded_datasets/pill-recognition/combined_dataset/split_dataset/003783632/00378-3632-01_PART_1_OF_1_CHAL10_SF_4B242591.jpg
